Region,Country,Country Income Level,Organization Name,Organization Type,Sectors,Description,URL,City,State/Region,Founding Year,Size,Type of Data Used,Advocacy,Advocacy Description,Product/Service,Product/Service Description,Organizational Optimization,Organizational Optimization Description,Research,Research Description,Other,Use - Other Description
North America,Canada,High income,Open Knowledge Canada,Developer group,Governance,Open Knowledge Canada is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://ca.okfn.org/, , ,2013,,,TRUE,various projects related to open data - e.g. School of data,FALSE,,FALSE,,FALSE,,FALSE,
East Asia & Pacific,China,Upper middle income,Open Knowledge China,Developer group,Governance,Open Knowledge China is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://cn.okfn.org/, , ,2013,,,TRUE,various projects related to open data - e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Czech Republic,High income,Open Knowledge Czech Republic,Developer group,Governance,Open Knowledge Czech Republic is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://cz.okfn.org/, , ,2011,1 to 10,,TRUE,various projects related to open data - e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Denmark,High income,Open Knowledge Denmark,Developer group,Governance,Open Knowledge Denmark works on strengthening and expanding the open knowledge community in Denmark through event organizing -  outreach and social gatherings.,http://dk.okfn.org/, , ,2013,,,TRUE,various projects related to open data - e.g. Data workshops,FALSE,,FALSE,,FALSE,,FALSE,
Latin America & Caribbean,Ecuador,Upper middle income,Open Knowledge Ecuador,Developer group,Governance,Open Knowledge Ecuador is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://ec.okfn.org/, , ,2013,,,TRUE,various projects related to open data - e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,
Middle East & North Africa,Egypt,Lower middle income,Open Knowledge Egypt,Developer group,Governance,Open Knowledge Egypt is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://eg.okfn.org/, , ,2013,,,TRUE,various projects related to open data - e.g. Hackathons - School of data,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Germany,High income,Open Knowledge Foundation Germany,Developer group,Governance,Open Knowledge Germany is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology -  and training to unlock information and enable people to work with it to create and share knowledge.,http://okfn.de/,Berlin,Berlin,2015,,Other,TRUE,Uses open data in various civic-oriented projects.,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Open Knowledge Foundation UK,Nonprofit,Governance,Open Knowledge is a worldwide non-profit network that promotes openness using advocacy -  technology and training to unlock information.,https://okfn.org/,London,,2004,11 to 50,,TRUE,Provides infrastructure with the CKAN data portal platform - promotes open data - provides training - undertakes a wide range of open data projects.,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,France,High income,Open Knowledge France,Developer group,Governance,Open Knowledge France is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://fr.okfn.org/, , ,2012,11 to 50,,TRUE,various projects related to open data - e.g. School of data,FALSE,,FALSE,,FALSE,,FALSE,
South Asia,India,Lower middle income,Open Knowledge India,Developer group,Governance,Open Knowledge India is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://in.okfn.org/, , ,2013,1 to 10,,TRUE,various projects related to open data - e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Ireland,High income,Open Knowledge Ireland,Developer group,IT and geospatial,Open Knowledge Ireland is part of the global Open Knowledge non-profit network. Our mission is to open up all essential public interest information and see it used to create insight that drives change.,http://openknowledge.ie,Dublin,Dublin,2013,1 to 10,Health/healthcare -  International development -  Geospatial -  Economic -  Housing -  Science and research -  Education -  Demographic and social -  Government operations -  Business,TRUE,Uses open data in various civic projects.,TRUE,http://openknowledge.ie/projects/,TRUE,http://openknowledge.ie/projects/open-hospital-waiting-list/.Â http://openknowledge.ie/opening-up-charities/,TRUE,http://openknowledge.ie/open-access-in-ireland/,FALSE,
Europe & Central Asia,Italy,High income,Open Knowledge Italia,Developer group,Governance,Open Knowledge Italy is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://it.okfn.org/, , ,2011,,Legal,TRUE,various projects related to open data - e.g.JurisWiki,FALSE,,FALSE,,FALSE,,FALSE,
East Asia & Pacific,Japan,High income,Open Knowledge Japan,Developer group,Governance,Open Knowledge Japan is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://okfn.jp/, , ,2011,,,TRUE,various projects related to open data - e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,
South Asia,Nepal,Low income,Open Knowledge Nepal,Developer group,Governance,Open Knowledge Nepal is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://np.okfn.org/, , ,2013,,Government operations,TRUE,various projects related to open data - e.g.Opespendingnepal.org,FALSE,,FALSE,,FALSE,,FALSE,
South Asia,Pakistan,Lower middle income,Open Knowledge Pakistan,Developer group,Governance,Major aim of Open Knowledge Pakistan is to bring together members of Open Knowledge to advance and promote the general purpose and guiding principles of Open Knowledge by serving the interests of the global community through a local presence.,http://pk.okfn.org/, , ,2013,1 to 10,,TRUE,various projects related to open data - e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,
East Asia & Pacific,Philippines,Lower middle income,Open Knowledge Philippines,Developer group,Governance,Open Knowledge Philippines is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://ph.okfn.org/, , ,2013,,,TRUE,various projects related to open data - e.g. School of data,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Portugal,High income,Open Knowledge Portugal,Developer group,Governance,Open Knowledge Portugal is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://pt.okfn.org/, , ,2015,1 to 10,,TRUE,various projects related to open data - e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Romania,Upper middle income,Open Knowledge Romania,Developer group,Governance,Open Knowledge Romania is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://ro.okfn.org/, , ,2014,1 to 10,Arts and culture,TRUE,various projects related to open data - e.g. Open Culture Hackathon,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,Russian Federation,High income,Open Knowledge Russia,Developer group,Governance,Open Knowledge Russia is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://ru.okfn.org/, , ,2013,1 to 10,,TRUE,various projects related to open data - e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,
Europe & Central Asia,United Kingdom,High income,Open Knowledge Scotland,Developer group,Governance,Open Knowledge Scotland is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://scot.okfn.org/,Edinburgh,Scotland,2013,1 to 10,,TRUE,various projects related to open data - e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,
Sub-Saharan Africa,Senegal,Lower middle income,Open Knowledge Senegal,Developer group,Governance,Open Knowledge Sengal is part of a worldwide non-profit network of people passionate about openness -  using advocacy -  technology and training to unlock information and enable people to work with it to create and share knowledge.,http://sn.okfn.org/, , ,2013,1 to 10,,TRUE,various projects related to open data - e.g. Hackathons,FALSE,,FALSE,,FALSE,,FALSE,
